ID,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,Footage_to_Lot_Ratio,Total_Rooms,Age_of_House,Garage_to_Footage_Ratio,Avg_Room_Size,Price,House_Orientation_Angle,Street_Alignment_Offset,Solar_Exposure_Index,Magnetic_Field_Strength,Vibration_Level
27,4636,4,1,1969,3.648673427447642,2,7,1270.5987784834508,5,56,0.0004314063848144,927.2,19087.24295053376,222.5261665648425,346.65367508552873,31.897697029084465,311.2772118689304,144.11262102227786
28,2179,1,2,1977,1.757371478792324,0,1,1239.91997497161,3,48,0.0,726.3333333333334,12548.278245833248,181.1290530888316,312.13133860408146,228.9945767074352,77.36854933310251,282.385970356607
29,1454,4,1,2010,2.9946050654736607,1,3,485.5398185102645,5,15,0.0006877579092159,290.8,7049.82359805192,151.71283821329925,268.4641617832436,188.10366519081185,303.9164371030115,333.3814415345756
30,1167,1,1,1967,0.9443174309719964,2,10,1235.8132569879538,2,58,0.001713796058269,583.5,9471.428868145107,305.87306064386814,65.21376583248491,266.57140750326687,92.32670196603576,153.53990900707
31,4570,4,3,1967,2.8080367498346424,2,7,1627.4715778805655,7,58,0.0004376367614879,652.8571428571429,20461.81845478121,143.46170438305444,267.37434763199315,339.02125618281303,170.61163924179698,211.68016683466624
32,1887,2,1,2014,1.8825753283147424,0,2,1002.3503291574624,3,11,0.0,629.0,11338.49787595797,129.95060289840964,270.49503097045647,47.41741028847368,177.31273705714415,24.638655327345408
33,1824,2,1,2017,2.0364137132193423,0,5,895.692259465519,3,8,0.0,608.0,10684.67151600504,250.46952803446217,43.27525993341904,315.75260916654804,206.13860383752808,169.82634150663807
34,2168,2,1,1995,1.202161151029896,2,7,1803.4187830330952,3,30,0.0009225092250922,722.6666666666666,15785.940739747126,341.82742451675114,34.45723998725822,230.57137518330384,133.72821454477565,112.53528896698803
35,1146,3,1,1998,2.3205589538180784,1,2,493.84653560059536,4,27,0.0008726003490401,286.5,6065.847549638155,341.59879341119995,43.404078879820375,349.92191866735334,36.494243119137295,357.32944637559484
36,4056,3,3,1992,2.7975280793420216,1,4,1449.8513991516293,6,33,0.0002465483234714,676.0,19278.919758080043,61.38868452742495,214.65715625353909,203.5188916457796,150.60019107682083,97.43181911343564
37,1718,5,3,1988,3.1302490798885563,0,6,548.8381135667212,8,37,0.0,214.75,7765.375758480011,180.9493535178692,82.78365812079103,17.331420952207242,218.7909659144349,200.32726944557592
38,3554,2,2,1994,0.8001224663245199,1,9,4441.820033282931,4,31,0.0002813731007315,888.5,33173.304455795005,140.14642105511157,138.17986269589585,352.2691686200906,209.97086123252043,269.4991350894596
39,762,2,3,2022,3.3488269407478084,0,10,227.54236438083657,5,3,0.0,152.4,3715.782485894618,324.150500578799,124.51790050306442,241.46363228610025,343.0134061209022,179.98523710732383
40,3338,4,1,1958,1.026552761860758,2,8,3251.659460688069,5,67,0.0005991611743559,667.6,24425.255950267678,41.786150582489846,358.6802097804271,247.17236885733843,70.19107196410413,231.8243686011409
41,966,1,2,1977,2.73066687604351,1,8,353.7597385000864,3,48,0.0010351966873706,322.0,4655.431495378761,215.5170543109332,263.600959107442,89.83663194582219,224.9546758585196,55.40396568975852
42,1654,5,2,2021,0.9952847789050184,2,10,1661.8359238043204,7,4,0.0012091898428053,236.28571428571428,14170.654877385405,218.3144614774524,175.91154854567966,266.36548347609494,243.69868187886144,38.89604137550656
43,2352,3,2,1991,3.569689227027357,2,1,658.8808858183484,5,34,0.0008503401360544,470.4,10350.329212640228,16.278721238228187,70.48007484607659,225.5733039935557,306.9170716485494,198.1914050146412
44,4262,2,1,1978,3.401875502667409,0,9,1252.838323053906,3,47,0.0,1420.6666666666667,18705.01775688069,332.09977722382644,4.359051084559482,68.43875392214194,204.470747033789,228.5663972951386
45,4646,2,2,1972,0.5141340772165495,2,8,9036.553315339062,4,53,0.0004304778303917,1161.5,57187.68365648042,185.86812538843031,257.071295567674,31.353396046477737,134.1119785534383,171.66199598392478
46,1559,1,1,2003,2.528493277488637,1,4,616.5727288578904,2,22,0.0006414368184733,779.5,8264.110868838776,27.71276753836548,55.40252628234782,354.0677301774799,220.7850065594565,207.67723247203503
47,2826,3,3,2020,0.7498626476411775,2,1,3768.6901846487103,6,5,0.0007077140835102,471.0,28912.12378348705,51.47700553902091,163.70634802818927,217.05943553260616,209.14213675974452,243.9164898661593
48,2527,2,1,1998,3.548630366705628,0,6,712.1057249887486,3,27,0.0,842.3333333333334,11462.911407353302,26.65607462427253,244.67302176950517,162.44616390515571,38.12608958535274,99.33216997699688
49,3599,1,1,1981,2.061331968805513,1,8,1745.958464946102,2,44,0.000277854959711,1799.5,19758.362023364785,111.9536358176384,340.1035280249077,193.93264726297716,252.4102539902905,78.73700000635411
50,1284,5,2,1976,4.219782554761199,1,7,304.2810816285444,7,49,0.0007788161993769,183.42857142857144,5201.998325289688,167.61528652768567,31.63193969214001,349.7517687243782,139.61739237009525,313.888702060982
51,4061,1,1,1952,2.239790776852254,0,6,1813.1157793707985,2,73,0.0,2030.5,20101.46179562258,119.1232889469537,150.3290792825742,167.0152956524398,72.94774828872353,225.1188611836034
52,1779,5,3,2016,3.326537890596073,1,10,534.7902409376212,8,9,0.0005621135469364,222.375,8377.967615034064,250.09072950759364,57.20694036096728,288.00125343492533,76.00533932089347,206.4827808096156
53,3121,4,2,2016,3.927541442961482,1,10,794.6447021184515,6,9,0.0003204101249599,520.1666666666666,13937.90454910039,341.02200226025354,186.62688790027343,358.1349458277424,353.00456174186047,118.85614211361758
54,4712,3,2,1985,2.573014234250701,0,2,1831.3151700741375,5,40,0.0,942.4,22728.783102602865,240.51064916543265,199.83058174882305,54.57422692803577,263.33872705553006,139.2506071386768
55,3274,4,1,2004,2.808149741486446,1,3,1165.892242721702,5,21,0.0003054367745876,654.8,15958.499365213134,270.31358440493904,222.1721951774508,232.49605906313437,89.64314499927237,61.15934635886062
56,4965,5,2,1977,3.0314984057287133,2,2,1637.8039291122473,7,48,0.0004028197381671,709.2857142857143,22082.40737271254,100.77620290053942,78.91703544889596,111.37417843060156,210.13689158329103,173.26006243892533
57,3311,5,2,1971,3.126222666536449,0,9,1059.1056214393925,7,54,0.0,473.0,14435.597623955444,54.15008079727015,333.7324361266704,260.17450477136225,75.8855165580103,8.123224213925004
58,1188,5,3,2020,1.5157747572760734,2,3,783.7576093000112,8,5,0.0016835016835016,148.5,7901.240324320061,106.00767343509035,319.03048096742685,267.0826777051374,262.2135075622726,118.02175158601229
59,2292,1,3,1950,4.895574677724138,2,6,468.17792616443313,4,75,0.0008726003490401,573.0,8394.860140895807,322.0388016818729,223.05216148554263,294.040607942029,281.98727386417715,215.0745273264312
60,3944,5,3,1990,2.475930043628728,2,8,1592.93676739738,8,35,0.0005070993914807,493.0,19367.25115625139,56.15802732103296,237.16201201585824,273.38337447046695,299.8189356437776,96.5427723881688
61,3428,1,1,2011,1.2350149164007576,1,8,2775.674977262888,2,14,0.0002917152858809,1714.0,25934.53443029476,293.2468992832976,224.60250106498984,170.57153822326077,348.50749732226404,24.33770981005793
62,2042,2,3,1987,4.075163680340777,0,6,501.0841674534265,5,38,0.0,408.4,8549.938429361777,134.95340862853345,17.35633398980017,72.47235881607597,253.8500924054028,142.56034789882148
63,4993,3,2,1966,2.237953967676638,1,3,2231.05571969541,5,59,0.0002002803925495,998.6,24687.879100840662,153.91476660907787,67.11777437193163,228.44967031810936,36.681516314257244,29.37553920174181
64,1480,1,1,1980,1.877231585852546,1,7,788.3950020624957,2,45,0.0006756756756756,740.0,8436.097067670898,250.92566675829647,141.29768030640653,213.0109784302772,170.7318075517033,233.36404877082455
65,2641,2,3,1998,4.564358504754931,0,7,578.6136205665555,5,27,0.0,528.2,10910.858397551325,210.8792092584468,151.81953367444396,23.91978396807896,137.80755519709962,225.23428419381952
66,626,2,1,1959,1.178093691503752,2,1,531.3669061422066,3,66,0.0031948881789137,208.66666666666663,4328.434130240908,310.2428235648662,47.42235844364229,101.69858375022682,236.93753674712644,214.7281471488757
67,4097,5,1,1951,2.753199166265021,2,4,1488.0870407780828,6,74,0.0004881620698071,682.8333333333334,17924.892237522083,250.7942965956812,25.652421995493096,353.224021234426,62.10859570069034,44.09923030775612
68,2187,5,3,1974,2.1943862950518422,0,10,996.6340042004008,8,51,0.0,273.375,10983.64137150992,42.539337943796255,58.868594130608194,296.07205452058025,132.60499696596648,22.334910104359547
69,3945,2,2,1971,4.859035725084607,0,8,811.8894824407384,4,54,0.0,986.25,15253.102577806234,322.27446156739177,125.12574872603356,253.38855298835924,54.73748427281705,112.34305607472744
70,2431,1,3,2009,1.544250828655202,0,10,1574.2261262809334,4,16,0.0,607.75,15780.796889651208,250.82537953109423,140.78935319463386,308.72244155806214,155.64464150520502,25.616044396047503
71,1213,1,2,2004,1.29736625455036,2,4,934.9711353640846,3,21,0.0016488046166529,404.3333333333333,8677.814863584037,164.03643100285666,85.51588711475789,102.88207998931328,30.443536115005628,94.01847570390969
72,4127,1,2,1990,4.216629682922137,1,4,978.7437622788768,3,35,0.0002423067603586,1375.6666666666667,17340.81903293736,321.321239456392,95.61601533193418,30.047070596177985,89.41545373312807,51.58132513295079
73,3781,2,1,2007,1.844522919744132,1,5,2049.8525442690034,3,18,0.0002644802962179,1260.3333333333333,22606.573064407905,74.83905185256984,199.521545087526,46.03204844007032,155.26861428276527,2.1769355462322304
74,2705,1,3,2003,4.100330444345905,2,8,659.70292802377,4,22,0.0007393715341959,676.25,11721.102899815334,106.00160114505084,286.7534247514235,33.78862253640823,191.70146390975344,136.0221169417872
75,3876,2,2,1994,1.4805891871340606,0,9,2617.876743718949,4,31,0.0,969.0,24875.21946092705,303.1628123288551,36.511498241717945,129.13758915012485,36.352118454394,214.9002804287421
76,2185,4,2,1981,3.9416043760667474,2,5,554.3427983963145,6,44,0.0009153318077803,364.1666666666667,9088.785094039957,254.9061280065764,176.19298691153057,175.52562972241836,18.660887683102448,20.404955579700747
77,2549,5,3,2015,4.374703847764904,2,3,582.6680133564513,8,10,0.0007846214201647,318.625,10871.247194895435,261.3440443932862,350.4560289038629,165.72897763269347,338.8034925121225,9.24827215298694
78,4481,2,2,2003,3.9810744577882415,2,7,1125.575531809948,4,22,0.000446328944432,1120.25,19515.329199992502,31.93291215254002,127.79867009949744,114.331246294002,100.3115027214131,133.28358684644763
79,4974,5,2,2000,3.709561406375016,2,10,1340.859324083974,7,25,0.0004020908725371,710.5714285714286,21559.762561240907,224.38732565792083,32.187960832413424,23.47365285377714,317.8777769387183,83.99981615375759
80,4350,2,1,1968,0.6350959946708234,1,5,6849.358264737047,3,57,0.0002298850574712,1450.0,45424.13156193674,124.450557661411,229.3925316509809,285.5314346388262,297.5583867089271,104.88998622158802
81,749,1,3,1985,0.5754033702157209,1,7,1301.69553876474,4,40,0.0013351134846461,187.25,8725.991212409202,46.39669988783372,145.55475651754517,245.74219964042487,274.48090512295266,47.05823649231262
82,1818,2,1,2008,3.4941434378850698,1,9,520.2991898639389,3,17,0.0005500550055005,606.0,8491.629409481651,203.4479460921152,25.950360959522413,224.0435752622086,37.17540319501743,281.938115132531
83,3936,3,1,2002,0.7993742369488486,0,8,4923.851455387675,4,23,0.0,984.0,37534.62596962741,63.75984458653762,66.78918565312361,86.22366116743372,200.47623954195453,119.28679874507414
84,1037,2,2,1964,4.889179747158894,2,10,212.1010176814631,4,61,0.0019286403085824,259.25,3989.410447272335,10.980089978057794,142.8923794325746,219.88082558727655,24.110500329097743,194.5004015474716
85,4699,2,2,2010,2.9960946940103885,2,2,1568.3749947536562,4,15,0.0004256224728665,1174.75,22699.86429822447,249.0822711693696,162.49932875868316,289.7664396629179,242.5123502909668,210.8115661941405
86,3370,5,3,2021,1.6154301142779064,1,2,2086.131718242966,8,4,0.0002967359050445,421.25,21719.051373805523,347.4096878399445,250.21268238907916,350.70999977388857,28.41818506076,358.4644027384763
87,3459,5,3,1959,3.09476303208373,2,7,1117.694622864558,8,66,0.0005782017924255,432.375,14591.4854986217,207.1707040353164,213.2461182936104,51.16936456564476,237.4238767106773,66.54182326092898
88,3438,3,1,1980,3.366926153709992,2,8,1021.1094164366192,4,45,0.0005817335660267,859.5,14987.660416259334,30.060258011520755,245.9692901842725,123.2812723804968,19.20527891600317,263.1133244794177
89,4993,1,2,1957,4.595958656904905,1,6,1086.3892329620037,3,68,0.0002002803925495,1664.3333333333333,19148.204045698905,141.51518088003374,98.7174728455212,215.4086943471932,127.53767779819763,230.7475901155528
90,4564,2,2,1990,4.084288338756688,1,4,1117.4529370738164,4,35,0.0002191060473269,1141.0,19108.703234874207,216.1860697561152,31.896154684662203,297.90227515435964,8.534791312026616,142.21920162844654
91,4650,3,3,1955,3.531657800939704,2,10,1316.6621066069106,6,70,0.0004301075268817,775.0,18607.109721761928,49.27882682477062,158.4716392639766,184.9876071144364,238.2187257518244,224.3557343044825
92,2363,1,3,2008,3.2844743466845223,0,6,719.4454121358278,4,17,0.0,590.75,11104.966542191669,335.56258169410046,257.8764197025656,26.3093623297254,191.6250753425236,59.14326357806734
93,2458,2,1,1962,3.9085900045282296,1,10,628.871280219293,3,63,0.000406834825061,819.3333333333334,10029.595836682312,192.99469188388332,172.50547594670314,275.2300060756983,288.9505124470547,184.93482787750972
94,3801,2,3,1955,2.4604015570542943,1,1,1544.8697750584793,5,70,0.0002630886608787,760.2,17469.508875221574,346.3821174508351,359.78894127744,223.43777273685023,64.56816370412675,243.1641763211132
95,2135,3,3,1996,4.035393965881072,1,5,529.0685415231453,6,29,0.0004683840749414,355.8333333333333,9108.630500623194,164.971040576946,224.2679700828538,106.21465475549624,249.24921208598093,274.9292169661154
96,3181,2,2,1995,1.909234408233997,0,2,1666.1128598359803,4,30,0.0,795.25,17985.5530812501,80.49450186700295,313.4712421214133,171.1965734952576,301.45214871725426,341.7383182484221
97,2000,2,2,2004,2.1410180430545145,1,8,934.1350515414952,4,21,0.0005,500.0,10997.91291052187,98.03063754697284,289.7960398850771,60.23566944038173,196.7250750221248,126.59395404308592
98,3940,4,2,1966,3.2484682880826736,0,7,1212.8793174476348,6,59,0.0,656.6666666666666,16796.674462784664,126.32940451874832,230.0831776135801,113.02801825584702,311.19596887261105,64.45138947897017
99,3419,1,1,1972,2.805281407595683,1,1,1218.772559053288,2,53,0.000292483182217,1709.5,16232.841233070145,311.82341247897665,305.7104345635149,279.6158005038652,4.376437731859251,147.04400930705373
100,2233,5,3,2010,4.106065963432139,2,5,543.829548742442,8,15,0.0008956560680698,279.125,9613.511855442395,87.13989774414014,270.97799024075084,86.3546805921401,233.7560368476774,4.643089124229158
101,3245,5,2,1950,1.5182386286746992,2,10,2137.3451700623805,7,75,0.0006163328197226,463.57142857142856,18401.705831726467,218.2228684023168,38.47569231410778,275.80173580641105,291.2485105050035,186.5078992945241
102,4860,5,2,1977,3.872417026913639,0,6,1255.030118456399,7,48,0.0,694.2857142857143,19910.88318417984,30.54157707066909,349.1683365986174,199.336134728884,123.08590011797652,314.750640289349
103,1655,2,3,1997,2.5195046179757665,2,5,656.8751603756411,5,28,0.0012084592145015,331.0,8377.256069527375,163.63478331639837,196.01607526590584,339.85515377714324,99.72450875735235,199.249839435546
104,4579,2,3,2005,2.595571437930258,0,10,1764.158725544982,5,20,0.0,915.8,22970.323352649302,32.83419709752853,14.966229258141157,272.23690102206365,274.4289448203456,215.76950101517963
105,2070,4,2,1978,3.4537363672314525,1,8,599.3508999817874,6,47,0.0004830917874396,345.0,8884.248406742377,259.2131531565868,91.68142393657844,160.39498994708072,236.53097936427864,86.8194771507943
106,3951,4,2,1971,2.714245202220803,2,4,1455.6533052972816,6,54,0.0005062009617818,658.5,18193.383922143654,215.068716781311,156.2469718225951,335.85295052508195,84.17261991350308,304.2142736027913
107,1650,5,2,2022,4.098730611284238,2,9,402.5636609191577,7,3,0.0012121212121212,235.7142857142857,7375.710274671972,16.56095112783099,350.9255383728419,41.21554970372584,320.54742619895825,137.142664208451
108,1960,4,1,1977,4.255659286678725,1,6,460.56318609323097,5,48,0.0005102040816326,392.0,7934.890415703359,52.946453134453655,8.509890976681103,352.4332014629312,70.25994619871415,147.84574788370182
109,3876,1,1,1974,3.625941977645789,0,5,1068.9636028088255,2,51,0.0,1938.0,16874.236178403924,61.80454290538926,243.5284574014904,255.35549825013945,110.59791012765751,176.05742416174195
110,4500,3,2,1954,4.539846049293764,0,6,991.2230395345758,5,71,0.0,900.0,16785.304908569477,157.49097192854245,34.392712980480546,101.1616196071369,240.1964413899052,79.43438146382945
111,1577,5,1,1998,1.623974731009339,2,2,971.0742229467184,6,27,0.0012682308180088,262.8333333333333,9720.11230244428,322.84382756616424,260.7619741663468,51.43534608218822,176.26480633808814,153.88795014000806
112,970,4,2,1981,2.3488569132822343,1,1,412.9668327239849,6,44,0.0010309278350515,161.66666666666666,4912.81693612854,292.6443632868279,112.07077169616132,243.6556675886624,100.21265339855636,96.76714141087136
113,4646,1,2,2016,1.1281949031191003,0,9,4118.082777324456,3,9,0.0,1548.6666666666667,36872.74578116076,352.8117271027717,140.72615852598528,319.9172688955435,301.7629515894482,109.21879570648794
114,1960,4,1,1972,0.6616858198368785,1,3,2962.1308803068914,5,53,0.0005102040816326,392.0,19986.09176070889,291.5548005076686,77.77374570345586,95.6098198650982,99.88728470098346,70.45655043587367
115,4991,2,1,1996,0.6867462523238574,2,1,7267.604276122547,3,29,0.000400721298337,1663.6666666666667,52586.934176897,135.45345079112968,340.0611190106484,20.75312959164896,213.5369588542085,120.30937710231956
116,3116,4,3,2001,1.830445437256184,1,3,1702.317882072927,7,24,0.0003209242618741,445.1428571428572,18147.793110020804,326.28757863410493,205.4195087899787,125.01973405098272,134.32414263205808,289.4996033941983
117,1800,2,2,2004,3.375644715117144,2,10,533.2314718841894,4,21,0.0011111111111111,450.0,8320.386374655782,321.1367598637608,354.2319532655381,107.00561077510218,37.92437441327995,167.82537280592052
118,3244,1,1,2003,4.346165525419389,1,10,746.405073858057,2,22,0.000308261405672,1622.0,14316.667757082718,237.1297073828202,157.90155090825257,220.5264486041349,326.8218649980723,149.09078455763984
119,503,5,2,2018,1.3750143999425988,0,9,365.81435075952527,7,7,0.0,71.85714285714286,3588.1190774367697,72.58583521718803,293.0292970221668,88.77730859208886,58.60475611424257,267.225203335301
120,4423,1,1,1965,3.865074573917176,0,5,1144.3504945151362,2,60,0.0,2211.5,18456.673087544536,234.7060534209362,58.9045756290009,6.48236001616362,64.53117206614107,195.9641595483556
121,1995,2,1,1983,0.5658271649495408,1,1,3525.8116322108885,3,42,0.000501253132832,665.0,23491.119440948176,41.7128614290467,341.98602622208114,277.9244914715965,340.1050531619087,81.45807480114703
122,1198,3,2,2012,3.866021313671316,2,5,309.87930557018456,5,13,0.001669449081803,239.6,5414.165793046527,18.53235044999617,306.2094224739271,177.91648101010796,283.4593296308398,262.4181120378566
123,1666,3,3,2009,2.653232523151829,2,10,627.9133040405085,6,16,0.0012004801920768,277.6666666666667,8400.50260586274,194.62864377963837,18.70966211453007,184.56038134430992,201.2613425807768,271.8481022802705
124,4542,3,1,1996,3.6955164485177567,0,1,1229.0569026750677,4,29,0.0,1135.5,20024.116682447253,13.205953040615244,34.80352187281906,177.77305456449432,285.3341327552885,232.4610156063793
125,3135,5,2,1988,0.7038258962588485,2,9,4454.226558960016,7,37,0.0006379585326953,447.8571428571428,31447.13591636035,260.0109246215039,157.5371246599411,59.66992073525613,203.97789320596667,110.81489400940288
126,1714,2,3,2008,3.7837035792384,0,10,452.99531638918745,5,17,0.0,342.8,7670.842385315389,327.93378641778327,208.8620529218396,307.42630810395195,350.4177428993356,264.45898825579263
127,4172,5,3,1956,2.7956677120534548,1,10,1492.3089686276096,8,69,0.0002396931927133,521.5,18256.113519647657,62.35267316760547,312.578101947017,28.864805069485243,227.66087675821947,295.3755304128989
128,3986,3,1,2008,0.5226194867441141,2,5,7626.963978768807,4,17,0.0005017561465127,996.5,52233.4755010958,324.41688377675604,131.92615255370325,353.15545613856665,213.42246498291965,267.21770121082324
129,2105,3,1,2021,0.5435909723343548,1,10,3872.3969071091296,4,4,0.0004750593824228,526.25,27642.64386167795,214.42994661882395,22.085865759840537,186.4657899765284,257.77799036717204,164.8903019701927
130,1163,2,1,1976,2.5879555915899126,0,5,449.3894732117524,3,49,0.0,387.6666666666667,5700.05723973796,121.54146170530606,79.26595270193208,189.86386396416347,195.9314278009312,228.13617591559048
131,1376,5,1,1992,1.8707106009838568,1,6,735.5493678585692,6,33,0.0007267441860465,229.33333333333331,7837.777552949273,48.38928369803072,182.21107062248788,6.101159360249158,305.31932460562683,214.33189325647416
132,1648,3,1,1960,2.2806858360820668,2,2,722.5896587453965,4,65,0.0012135922330097,412.0,8007.533468651768,28.244297283215744,322.13399618178994,314.7201088866633,236.4226144997789,338.7168610413136
133,4824,1,1,1961,0.7784856575621386,0,1,6196.645953769481,2,64,0.0,2412.0,43617.86840546058,23.938656252039895,109.1790531243344,280.93540448555297,336.77442486989844,73.5271582926344
134,2406,5,2,1988,0.930780746349788,1,1,2584.926696685047,7,37,0.0004156275976724,343.7142857142857,19970.78590735407,90.87729996384748,162.13353705294665,139.55356996403293,225.83841663264408,183.8053471422613
135,1360,2,1,1981,0.5996366396268326,0,5,2268.0401932182776,3,44,0.0,453.3333333333333,15368.310996966433,134.8344427850505,66.64785438190307,94.21404614492614,242.1730779152033,205.9185161820934
136,3624,2,1,2022,2.0617806582472773,1,3,1757.7039465879789,3,3,0.0002759381898454,1208.0,21225.545795894654,147.22305998913717,189.5049579370008,98.90334918702705,174.23617254470898,259.9437831133627
137,1812,3,3,1993,1.7497358930787972,1,2,1035.584860073736,6,32,0.0005518763796909,302.0,10630.696778467023,116.04738419090027,230.69747328847424,43.27460248340745,266.0641113381741,282.6230115767152
138,3279,4,2,1990,1.503779276942406,2,6,2180.506175525375,6,35,0.0006099420555047,546.5,20495.59008258438,241.76635041340785,198.08155517625423,146.7154911716751,174.4336782288039,233.7763752851841
139,3949,1,1,2008,4.0314635682124464,0,5,979.5450047316164,2,17,0.0,1974.5,17955.533034771302,231.83983556604568,182.10696946265844,321.32096189513084,56.45257391405005,70.8077510326163
140,3283,3,2,2016,4.741966296349837,1,1,692.3288346707806,5,9,0.0003045994517209,656.6,13963.797179751087,358.78926134660594,257.8142427203497,106.06298268462952,117.45141049481283,88.86852993446385
