subtaskID,ID,label
1,585,plastic
1,586,trash
1,587,cardboard
1,588,glass
1,589,plastic
1,590,cardboard
1,591,trash
1,592,trash
1,593,cardboard
1,594,trash
1,595,metal
1,596,trash
1,597,plastic
1,598,metal
1,599,plastic
1,600,glass
1,601,cardboard
1,602,plastic
1,603,metal
1,604,metal
1,605,plastic
1,606,cardboard
1,607,metal
1,608,cardboard
1,609,glass
1,610,paper
1,611,cardboard
1,612,cardboard
1,613,trash
1,614,plastic
1,615,paper
1,616,cardboard
1,617,trash
1,618,glass
1,619,trash
1,620,glass
1,621,trash
1,622,glass
1,623,plastic
1,624,trash
1,625,paper
1,626,trash
1,627,trash
1,628,plastic
1,629,trash
1,630,metal
1,631,plastic
1,632,cardboard
1,633,cardboard
1,634,paper
1,635,plastic
1,636,glass
1,637,plastic
1,638,trash
1,639,trash
1,640,trash
1,641,glass
1,642,cardboard
1,643,trash
1,644,paper
1,645,trash
1,646,glass
1,647,trash
1,648,glass
1,649,trash
1,650,cardboard
1,651,trash
1,652,cardboard
1,653,plastic
1,654,paper
1,655,metal
1,656,trash
1,657,trash
1,658,glass
1,659,plastic
1,660,plastic
1,661,metal
1,662,trash
1,663,paper
1,664,glass
1,665,trash
1,666,plastic
1,667,glass
1,668,cardboard
1,669,glass
1,670,cardboard
1,671,trash
1,672,paper
1,673,cardboard
1,674,glass
1,675,glass
1,676,trash
1,677,plastic
1,678,metal
1,679,plastic
1,680,cardboard
1,681,paper
1,682,metal
1,683,glass
1,684,paper
1,685,glass
1,686,glass
1,687,plastic
1,688,glass
1,689,glass
1,690,plastic
1,691,plastic
1,692,paper
1,693,plastic
1,694,cardboard
1,695,metal
1,696,paper
1,697,glass
1,698,paper
1,699,plastic
1,700,cardboard
1,701,paper
1,702,cardboard
1,703,cardboard
1,704,glass
1,705,paper
1,706,paper
1,707,glass
1,708,paper
1,709,trash
1,710,paper
1,711,metal
1,712,glass
1,713,glass
1,714,plastic
1,715,paper
1,716,paper
1,717,glass
1,718,paper
1,719,plastic
1,720,trash
1,721,paper
1,722,paper
1,723,plastic
1,724,cardboard
1,725,paper
1,726,paper
1,727,paper
1,728,plastic
1,729,glass
1,730,plastic
1,731,glass
1,732,cardboard
1,733,paper
1,734,metal
1,735,trash
1,736,trash
1,737,paper
1,738,cardboard
1,739,metal
1,740,cardboard
1,741,glass
1,742,glass
1,743,metal
1,744,plastic
1,745,cardboard
1,746,cardboard
1,747,plastic
1,748,glass
1,749,metal
1,750,plastic
1,751,trash
1,752,paper
1,753,metal
1,754,paper
1,755,metal
1,756,plastic
1,757,glass
1,758,trash
1,759,plastic
1,760,glass
1,761,plastic
1,762,trash
1,763,glass
1,764,glass
1,765,trash
1,766,cardboard
1,767,cardboard
1,768,cardboard
1,769,paper
1,770,plastic
1,771,metal
1,772,plastic
1,773,paper
1,774,trash
1,775,glass
1,776,glass
1,777,trash
1,778,trash
1,779,plastic
1,780,cardboard
1,781,trash
1,782,cardboard
1,783,trash
1,784,glass
1,785,glass
1,786,paper
1,787,paper
1,788,metal
1,789,metal
1,790,metal
1,791,glass
1,792,plastic
1,793,metal
1,794,glass
1,795,trash
1,796,paper
1,797,paper
1,798,glass
1,799,metal
1,800,cardboard
1,801,trash
1,802,glass
1,803,trash
1,804,paper
1,805,trash
1,806,plastic
1,807,glass
1,808,cardboard
1,809,cardboard
1,810,trash
1,811,trash
1,812,paper
1,813,paper
1,814,plastic
1,815,metal
1,816,plastic
1,817,glass
1,818,paper
1,819,glass
1,820,cardboard
1,821,cardboard
1,822,trash
1,823,metal
1,824,paper
1,825,trash
1,826,paper
1,827,trash
1,828,metal
1,829,paper
1,830,glass
1,831,plastic
1,832,glass
1,833,paper
1,834,glass
1,835,paper
1,836,paper
1,837,glass
1,838,cardboard
1,839,paper
1,840,plastic
1,841,trash
1,842,plastic
1,843,cardboard
1,844,trash
1,845,paper
1,846,plastic
1,847,trash
1,848,metal
1,849,trash
1,850,plastic
1,851,cardboard
1,852,trash
1,853,glass
1,854,metal
1,855,trash
1,856,glass
1,857,trash
1,858,trash
1,859,cardboard
1,860,paper
1,861,paper
1,862,plastic
1,863,paper
1,864,glass
1,865,metal
1,866,metal
1,867,glass
1,868,paper
1,869,paper
1,870,trash
1,871,cardboard
1,872,glass
1,873,paper
1,874,trash
1,875,cardboard
1,876,plastic
1,877,glass
1,878,trash
1,879,plastic
1,880,trash
1,881,paper
1,882,glass
1,883,metal
1,884,plastic
1,885,glass
1,886,paper
1,887,trash
1,888,glass
1,889,plastic
1,890,metal
1,891,cardboard
1,892,paper
1,893,glass
1,894,cardboard
1,895,cardboard
1,896,glass
1,897,metal
1,898,trash
1,899,plastic
1,900,trash
1,901,metal
1,902,metal
1,903,cardboard
1,904,cardboard
1,905,plastic
1,906,cardboard
1,907,glass
1,908,glass
1,909,cardboard
1,910,cardboard
1,911,plastic
1,912,plastic
1,913,cardboard
1,914,glass
1,915,paper
1,916,trash
1,917,cardboard
1,918,cardboard
1,919,trash
1,920,cardboard
1,921,paper
1,922,plastic
1,923,trash
1,924,cardboard
1,925,trash
1,926,plastic
1,927,plastic
1,928,plastic
1,929,metal
1,930,glass
1,931,trash
1,932,metal
1,933,glass
1,934,plastic
1,935,trash
1,936,cardboard
1,937,cardboard
1,938,paper
1,939,plastic
1,940,glass
1,941,cardboard
1,942,paper
1,943,cardboard
1,944,trash
1,945,metal
1,946,cardboard
1,947,paper
1,948,plastic
1,949,glass
1,950,paper
1,951,glass
1,952,plastic
1,953,plastic
1,954,cardboard
1,955,glass
1,956,glass
1,957,glass
1,958,plastic
1,959,metal
1,960,paper
1,961,plastic
1,962,plastic
1,963,cardboard
1,964,cardboard
1,965,metal
1,966,paper
1,967,glass
1,968,plastic
1,969,paper
1,970,cardboard
1,971,cardboard
1,972,metal
1,973,paper
1,974,paper
1,975,cardboard
1,976,trash
1,977,trash
1,978,glass
1,979,plastic
1,980,trash
1,981,glass
1,982,plastic
1,983,cardboard
1,984,metal
1,985,trash
1,986,plastic
1,987,glass
1,988,glass
1,989,cardboard
1,990,glass
1,991,plastic
1,992,cardboard
1,993,paper
1,994,plastic
1,995,trash
1,996,plastic
1,997,glass
1,998,cardboard
1,999,plastic
1,1000,glass
1,1001,glass
1,1002,paper
1,1003,glass
1,1004,metal
1,1005,metal
1,1006,paper
1,1007,glass
1,1008,cardboard
1,1009,glass
1,1010,plastic
1,1011,metal
1,1012,metal
1,1013,trash
1,1014,metal
1,1015,cardboard
1,1016,cardboard
1,1017,metal
1,1018,trash
1,1019,glass
1,1020,metal
1,1021,paper
1,1022,glass
1,1023,paper
1,1024,glass
1,1025,glass
1,1026,cardboard
1,1027,cardboard
1,1028,glass
1,1029,glass
1,1030,cardboard
1,1031,cardboard
1,1032,glass
1,1033,cardboard
1,1034,glass
1,1035,paper
1,1036,trash
1,1037,trash
1,1038,glass
1,1039,paper
1,1040,plastic
1,1041,metal
1,1042,metal
1,1043,metal
1,1044,trash
1,1045,cardboard
1,1046,cardboard
1,1047,cardboard
1,1048,metal
1,1049,paper
1,1050,trash
1,1051,trash
1,1052,trash
1,1053,plastic
1,1054,metal
1,1055,plastic
1,1056,cardboard
1,1057,plastic
1,1058,glass
1,1059,glass
1,1060,glass
1,1061,cardboard
1,1062,metal
1,1063,cardboard
1,1064,cardboard
1,1065,plastic
1,1066,cardboard
1,1067,glass
1,1068,glass
1,1069,cardboard
1,1070,glass
1,1071,paper
1,1072,cardboard
1,1073,metal
1,1074,glass
1,1075,trash
1,1076,cardboard
1,1077,trash
1,1078,paper
1,1079,glass
1,1080,cardboard
1,1081,trash
1,1082,paper
1,1083,cardboard
1,1084,trash
1,1085,paper
1,1086,metal
1,1087,glass
1,1088,metal
1,1089,paper
1,1090,glass
1,1091,cardboard
1,1092,glass
1,1093,plastic
1,1094,glass
1,1095,glass
1,1096,glass
1,1097,cardboard
1,1098,glass
1,1099,metal
1,1100,plastic
1,1101,metal
1,1102,glass
1,1103,metal
1,1104,trash
1,1105,trash
1,1106,paper
1,1107,glass
1,1108,plastic
1,1109,glass
1,1110,metal
1,1111,metal
1,1112,trash
1,1113,glass
1,1114,metal
1,1115,trash
1,1116,trash
1,1117,cardboard
1,1118,paper
1,1119,cardboard
1,1120,metal
1,1121,metal
1,1122,paper
1,1123,paper
1,1124,trash
1,1125,plastic
1,1126,glass
1,1127,cardboard
1,1128,glass
1,1129,trash
1,1130,paper
1,1131,glass
1,1132,cardboard
1,1133,paper
1,1134,paper
1,1135,plastic
1,1136,plastic
1,1137,glass
1,1138,plastic
1,1139,metal
1,1140,metal
1,1141,plastic
1,1142,cardboard
1,1143,glass
1,1144,metal
1,1145,cardboard
1,1146,plastic
1,1147,paper
1,1148,glass
1,1149,paper
1,1150,glass
1,1151,paper
1,1152,paper
1,1153,metal
1,1154,cardboard
1,1155,glass
1,1156,metal
1,1157,glass
1,1158,paper
1,1159,metal
1,1160,trash
1,1161,metal
1,1162,plastic
1,1163,plastic
1,1164,paper
1,1165,trash
1,1166,paper
1,1167,cardboard
1,1168,glass
1,1169,paper
1,1170,glass
1,1171,paper
1,1172,plastic
1,1173,cardboard
1,1174,plastic
1,1175,glass
1,1176,trash
1,1177,paper
1,1178,paper
1,1179,metal
1,1180,trash
1,1181,plastic
1,1182,glass
1,1183,glass
1,1184,trash
1,1185,glass
1,1186,paper
1,1187,glass
1,1188,paper
1,1189,paper
1,1190,cardboard
1,1191,glass
1,1192,paper
1,1193,trash
1,1194,plastic
1,1195,plastic
1,1196,trash
1,1197,paper
1,1198,paper
1,1199,glass
1,1200,glass
1,1201,glass
1,1202,paper
1,1203,metal
1,1204,trash
1,1205,trash
1,1206,cardboard
1,1207,paper
1,1208,paper
1,1209,cardboard
1,1210,trash
1,1211,plastic
1,1212,glass
1,1213,plastic
1,1214,paper
1,1215,cardboard
1,1216,metal
1,1217,plastic
1,1218,plastic
1,1219,metal
1,1220,glass
1,1221,plastic
1,1222,plastic
1,1223,plastic
1,1224,paper
1,1225,trash
1,1226,glass
1,1227,metal
1,1228,plastic
1,1229,glass
1,1230,trash
1,1231,paper
1,1232,glass
1,1233,cardboard
1,1234,paper
1,1235,trash
1,1236,plastic
1,1237,cardboard
1,1238,plastic
1,1239,cardboard
1,1240,trash
1,1241,paper
1,1242,glass
1,1243,plastic
1,1244,trash
1,1245,paper
1,1246,paper
1,1247,cardboard
1,1248,cardboard
1,1249,glass
1,1250,metal
1,1251,glass
1,1252,paper
1,1253,metal
1,1254,metal
1,1255,paper
1,1256,metal
1,1257,plastic
1,1258,glass
1,1259,paper
1,1260,trash
1,1261,trash
1,1262,glass
1,1263,trash
1,1264,plastic
1,1265,paper
1,1266,glass
1,1267,plastic
1,1268,metal
1,1269,trash
1,1270,paper
1,1271,metal
1,1272,paper
1,1273,glass
1,1274,trash
1,1275,cardboard
1,1276,cardboard
1,1277,plastic
1,1278,metal
1,1279,plastic
1,1280,paper
1,1281,trash
1,1282,metal
1,1283,paper
1,1284,cardboard
1,1285,glass
1,1286,glass
1,1287,metal
1,1288,cardboard
1,1289,trash
1,1290,plastic
1,1291,paper
1,1292,plastic
1,1293,trash
1,1294,cardboard
1,1295,paper
1,1296,plastic
1,1297,plastic
1,1298,trash
1,1299,cardboard
1,1300,cardboard
1,1301,glass
1,1302,glass
1,1303,glass
1,1304,paper
1,1305,cardboard
1,1306,plastic
1,1307,metal
1,1308,trash
1,1309,trash
1,1310,cardboard
1,1311,cardboard
1,1312,glass
1,1313,trash
1,1314,cardboard
1,1315,plastic
1,1316,metal
1,1317,trash
1,1318,glass
1,1319,metal
1,1320,paper
1,1321,trash
1,1322,metal
1,1323,trash
1,1324,trash
1,1325,trash
1,1326,cardboard
1,1327,glass
1,1328,glass
1,1329,metal
1,1330,plastic
1,1331,cardboard
1,1332,metal
1,1333,trash
1,1334,paper
1,1335,paper
1,1336,metal
1,1337,glass
1,1338,glass
1,1339,trash
1,1340,paper
1,1341,glass
1,1342,cardboard
1,1343,metal
1,1344,plastic
1,1345,plastic
1,1346,glass
1,1347,metal
1,1348,trash
1,1349,cardboard
1,1350,paper
1,1351,plastic
1,1352,plastic
1,1353,metal
1,1354,metal
1,1355,glass
1,1356,glass
1,1357,cardboard
1,1358,metal
1,1359,metal
1,1360,paper
1,1361,paper
1,1362,glass
1,1363,metal
1,1364,cardboard
1,1365,plastic
1,1366,trash
1,1367,metal
1,1368,glass
1,1369,paper
1,1370,plastic
1,1371,paper
1,1372,trash
1,1373,trash
1,1374,trash
1,1375,paper
1,1376,plastic
1,1377,plastic
1,1378,glass
1,1379,metal
1,1380,plastic
1,1381,glass
1,1382,paper
1,1383,glass
1,1384,trash
1,1385,cardboard
1,1386,trash
1,1387,paper
1,1388,plastic
1,1389,paper
1,1390,plastic
1,1391,plastic
1,1392,trash
1,1393,paper
1,1394,paper
1,1395,metal
1,1396,paper
1,1397,glass
1,1398,cardboard
1,1399,metal
1,1400,trash
1,1401,metal
1,1402,paper
1,1403,glass
1,1404,trash
1,1405,glass
1,1406,paper
1,1407,trash
1,1408,paper
1,1409,trash
1,1410,plastic
1,1411,trash
1,1412,metal
1,1413,trash
1,1414,paper
1,1415,metal
1,1416,cardboard
1,1417,trash
1,1418,metal
1,1419,glass
1,1420,metal
1,1421,paper
1,1422,trash
1,1423,metal
1,1424,metal
1,1425,metal
1,1426,trash
1,1427,paper
1,1428,plastic
1,1429,glass
1,1430,paper
1,1431,trash
1,1432,cardboard
1,1433,trash
1,1434,cardboard
1,1435,plastic
1,1436,plastic
1,1437,glass
1,1438,plastic
1,1439,glass
1,1440,paper
1,1441,paper
1,1442,plastic
1,1443,plastic
1,1444,plastic
1,1445,cardboard
1,1446,paper
1,1447,glass
1,1448,metal
1,1449,glass
1,1450,metal
1,1451,trash
1,1452,trash
1,1453,paper
1,1454,trash
1,1455,trash
1,1456,trash
1,1457,metal
1,1458,trash
1,1459,trash
1,1460,cardboard
1,1461,paper
1,1462,plastic
1,1463,cardboard
1,1464,glass
1,1465,glass
1,1466,plastic
1,1467,glass
1,1468,glass
1,1469,trash
1,1470,cardboard
1,1471,cardboard
1,1472,cardboard
1,1473,glass
1,1474,paper
1,1475,paper
1,1476,metal
1,1477,trash
1,1478,cardboard
1,1479,metal
1,1480,trash
1,1481,plastic
1,1482,paper
1,1483,glass
1,1484,cardboard
1,1485,glass
1,1486,metal
1,1487,glass
1,1488,plastic
1,1489,cardboard
1,1490,paper
1,1491,paper
1,1492,trash
1,1493,cardboard
1,1494,metal
1,1495,glass
1,1496,metal
1,1497,trash
1,1498,glass
1,1499,glass
1,1500,plastic
1,1501,trash
1,1502,glass
1,1503,cardboard
1,1504,metal
1,1505,trash
1,1506,cardboard
1,1507,glass
1,1508,cardboard
1,1509,trash
1,1510,glass
1,1511,paper
1,1512,metal
1,1513,metal
1,1514,metal
1,1515,glass
1,1516,cardboard
1,1517,plastic
1,1518,plastic
1,1519,trash
1,1520,metal
1,1521,glass
1,1522,paper
1,1523,plastic
1,1524,glass
1,1525,glass
1,1526,metal
1,1527,trash
1,1528,paper
1,1529,glass
1,1530,trash
1,1531,metal
1,1532,glass
1,1533,metal
1,1534,cardboard
1,1535,paper
1,1536,glass
1,1537,cardboard
1,1538,plastic
1,1539,paper
1,1540,metal
1,1541,trash
1,1542,metal
1,1543,cardboard
1,1544,cardboard
1,1545,metal
1,1546,trash
1,1547,plastic
1,1548,plastic
1,1549,trash
1,1550,cardboard
1,1551,trash
1,1552,glass
1,1553,plastic
1,1554,paper
1,1555,plastic
1,1556,trash
1,1557,cardboard
1,1558,trash
1,1559,trash
1,1560,cardboard
1,1561,cardboard
1,1562,cardboard
1,1563,trash
1,1564,trash
1,1565,trash
1,1566,cardboard
1,1567,glass
1,1568,metal
1,1569,cardboard
1,1570,glass
1,1571,trash
1,1572,plastic
1,1573,plastic
1,1574,glass
1,1575,glass
1,1576,trash
1,1577,paper
1,1578,paper
1,1579,trash
1,1580,trash
1,1581,paper
1,1582,metal
1,1583,cardboard
1,1584,glass
1,1585,trash
1,1586,cardboard
1,1587,plastic
1,1588,trash
1,1589,paper
1,1590,glass
1,1591,trash
1,1592,glass
1,1593,paper
1,1594,trash
1,1595,metal
1,1596,paper
1,1597,metal
1,1598,glass
1,1599,paper
1,1600,plastic
1,1601,paper
1,1602,plastic
1,1603,trash
1,1604,glass
1,1605,trash
1,1606,plastic
1,1607,metal
1,1608,plastic
1,1609,plastic
1,1610,plastic
1,1611,plastic
1,1612,plastic
1,1613,metal
1,1614,paper
1,1615,glass
1,1616,glass
1,1617,plastic
1,1618,paper
1,1619,paper
1,1620,metal
1,1621,metal
1,1622,plastic
1,1623,plastic
1,1624,trash
1,1625,plastic
1,1626,trash
1,1627,glass
1,1628,trash
1,1629,paper
1,1630,cardboard
1,1631,metal
1,1632,plastic
1,1633,metal
1,1634,trash
1,1635,trash
1,1636,glass
1,1637,paper
1,1638,cardboard
1,1639,paper
1,1640,cardboard
1,1641,paper
1,1642,glass
1,1643,glass
1,1644,trash
1,1645,metal
1,1646,paper
1,1647,trash
1,1648,trash
1,1649,glass
1,1650,metal
1,1651,metal
1,1652,trash
1,1653,trash
1,1654,metal
1,1655,plastic
1,1656,paper
1,1657,paper
1,1658,plastic
1,1659,plastic
1,1660,cardboard
1,1661,paper
1,1662,cardboard
1,1663,glass
1,1664,paper
1,1665,trash
1,1666,glass
1,1667,glass
1,1668,paper
1,1669,glass
1,1670,cardboard
1,1671,trash
1,1672,cardboard
1,1673,cardboard
1,1674,paper
1,1675,glass
1,1676,glass
1,1677,paper
1,1678,trash
1,1679,metal
1,1680,paper
1,1681,paper
1,1682,metal
1,1683,paper
1,1684,plastic
1,1685,paper
1,1686,cardboard
1,1687,cardboard
1,1688,glass
1,1689,paper
1,1690,trash
1,1691,paper
1,1692,paper
1,1693,paper
1,1694,plastic
1,1695,metal
1,1696,paper
1,1697,paper
1,1698,cardboard
1,1699,glass
1,1700,paper
1,1701,glass
1,1702,cardboard
1,1703,glass
1,1704,trash
1,1705,metal
1,1706,glass
1,1707,trash
1,1708,paper
1,1709,cardboard
1,1710,cardboard
1,1711,plastic
1,1712,plastic
1,1713,glass
1,1714,metal
1,1715,trash
1,1716,trash
1,1717,paper
1,1718,cardboard
1,1719,trash
1,1720,trash
1,1721,paper
1,1722,paper
1,1723,cardboard
1,1724,paper
1,1725,plastic
1,1726,metal
1,1727,cardboard
1,1728,glass
1,1729,glass
1,1730,paper
1,1731,metal
1,1732,cardboard
1,1733,cardboard
1,1734,plastic
1,1735,trash
1,1736,trash
1,1737,plastic
1,1738,metal
1,1739,plastic
1,1740,cardboard
1,1741,paper
1,1742,paper
1,1743,trash
1,1744,plastic
1,1745,glass
1,1746,trash
1,1747,plastic
1,1748,trash
1,1749,glass
1,1750,trash
1,1751,paper
1,1752,cardboard
1,1753,metal
1,1754,plastic
1,1755,glass
1,1756,glass
1,1757,glass
1,1758,glass
1,1759,glass
1,1760,trash
1,1761,trash
1,1762,paper
1,1763,glass
1,1764,plastic
1,1765,plastic
1,1766,metal
1,1767,paper
