subtaskID,datapointID,answer
1,eval_img/1031.png,-1|0|2
1,eval_img/1032.png,-1|0|2
1,eval_img/1033.png,-1|0|2
1,eval_img/1034.png,-1|0|2
1,eval_img/1035.png,-1|0|2
1,eval_img/1036.png,-1|0|2
1,eval_img/1037.png,-1|0|2
1,eval_img/1038.png,-1|0|2
1,eval_img/1039.png,-1|0|2
1,eval_img/1040.png,-1|0|2
1,eval_img/1041.png,-1|0|2
1,eval_img/1042.png,-1|0|2
1,eval_img/1043.png,-1|0|2
1,eval_img/1044.png,-1|0|2
1,eval_img/1045.png,-1|0|2
1,eval_img/1046.png,-1|0|2
1,eval_img/1047.png,-1|0|2
1,eval_img/1048.png,-1|0|2
1,eval_img/1049.png,-1|0|2
1,eval_img/1050.png,-1|0|2
1,eval_img/1051.png,-1|0|2
1,eval_img/1052.png,-1|0|2
1,eval_img/1053.png,-1|0|2
1,eval_img/1054.png,-1|0|2
1,eval_img/1055.png,-1|0|2
1,eval_img/1056.png,-1|0|2
1,eval_img/1057.png,-1|0|2
1,eval_img/1058.png,-1|0|2
1,eval_img/1059.png,-1|0|2
1,eval_img/1060.png,-1|0|2
1,eval_img/1061.png,-1|0|2
1,eval_img/1062.png,-1|0|2
1,eval_img/1063.png,-1|0|2
1,eval_img/1064.png,-1|0|2
1,eval_img/1065.png,-1|0|2
1,eval_img/1066.png,-1|0|2
1,eval_img/1067.png,-1|0|2
1,eval_img/1068.png,-1|0|2
1,eval_img/1069.png,-1|0|2
1,eval_img/1070.png,-1|0|2
1,eval_img/1071.png,-1|0|2
1,eval_img/1072.png,-1|0|2
1,eval_img/1073.png,-1|0|2
1,eval_img/1074.png,-1|0|2
1,eval_img/1075.png,-1|0|2
1,eval_img/1076.png,-1|0|2
1,eval_img/1077.png,-1|0|2
1,eval_img/1078.png,-1|0|2
1,eval_img/1079.png,-1|0|2
1,eval_img/1080.png,-1|0|2
1,eval_img/1081.png,-1|0|2
1,eval_img/1082.png,-1|0|2
1,eval_img/1083.png,-1|0|2
1,eval_img/1084.png,-1|0|2
1,eval_img/1085.png,-1|0|2
1,eval_img/1086.png,-1|0|2
1,eval_img/1087.png,-1|0|2
1,eval_img/1088.png,-1|0|2
1,eval_img/1089.png,-1|0|2
1,eval_img/1090.png,-1|0|2
1,eval_img/1091.png,-1|0|2
1,eval_img/1092.png,-1|0|2
1,eval_img/1093.png,-1|0|2
1,eval_img/1094.png,-1|0|2
1,eval_img/1095.png,-1|0|2
1,eval_img/1096.png,-1|0|2
1,eval_img/1097.png,-1|0|2
1,eval_img/1098.png,-1|0|2
1,eval_img/1099.png,-1|0|2
1,eval_img/2000.png,-1|0|2
1,eval_img/2001.png,-1|0|2
1,eval_img/2002.png,-1|0|2
1,eval_img/2003.png,-1|0|2
1,eval_img/2004.png,-1|0|2
1,eval_img/2005.png,-1|0|2
1,eval_img/2006.png,-1|0|2
1,eval_img/2007.png,-1|0|2
1,eval_img/2008.png,-1|0|2
1,eval_img/2009.png,-1|0|2
1,eval_img/2010.png,-1|0|2
1,eval_img/2011.png,-1|0|2
1,eval_img/2012.png,-1|0|2
1,eval_img/2013.png,-1|0|2
1,eval_img/2014.png,-1|0|2
1,eval_img/2015.png,-1|0|2
1,eval_img/2016.png,-1|0|2
1,eval_img/2017.png,-1|0|2
1,eval_img/2018.png,-1|0|2
1,eval_img/2019.png,-1|0|2
1,eval_img/2020.png,-1|0|2
1,eval_img/2021.png,-1|0|2
1,eval_img/2022.png,-1|0|2
1,eval_img/2023.png,-1|0|2
1,eval_img/2024.png,-1|0|2
1,eval_img/2025.png,-1|0|2
1,eval_img/2026.png,-1|0|2
1,eval_img/2027.png,-1|0|2
1,eval_img/2028.png,-1|0|2
1,eval_img/2029.png,-1|0|2
1,eval_img/2030.png,-1|0|2
1,eval_img/2031.png,-1|0|2
1,eval_img/2032.png,-1|0|2
1,eval_img/2033.png,-1|0|2
1,eval_img/2034.png,-1|0|2
1,eval_img/2035.png,-1|0|2
1,eval_img/2036.png,-1|0|2
1,eval_img/2037.png,-1|0|2
1,eval_img/2038.png,-1|0|2
1,eval_img/2039.png,-1|0|2
1,eval_img/2040.png,-1|0|2
1,eval_img/2041.png,-1|0|2
1,eval_img/2042.png,-1|0|2
1,eval_img/2043.png,-1|0|2
1,eval_img/2044.png,-1|0|2
1,eval_img/2045.png,-1|0|2
1,eval_img/2046.png,-1|0|2
1,eval_img/2047.png,-1|0|2
1,eval_img/2048.png,-1|0|2
1,eval_img/2049.png,-1|0|2
1,eval_img/2050.png,-1|0|2
1,eval_img/2051.png,-1|0|2
1,eval_img/2052.png,-1|0|2
1,eval_img/2053.png,-1|0|2
1,eval_img/2054.png,-1|0|2
1,eval_img/2055.png,-1|0|2
1,eval_img/2056.png,-1|0|2
1,eval_img/2057.png,-1|0|2
1,eval_img/2058.png,-1|0|2
1,eval_img/2059.png,-1|0|2
1,eval_img/2060.png,-1|0|2
1,eval_img/2061.png,-1|0|2
1,eval_img/2062.png,-1|0|2
1,eval_img/2063.png,-1|0|2
1,eval_img/2064.png,-1|0|2
1,eval_img/2065.png,-1|0|2
1,eval_img/2066.png,-1|0|2
1,eval_img/2067.png,-1|0|2
1,eval_img/2068.png,-1|0|2
1,eval_img/2069.png,-1|0|2
1,eval_img/2070.png,-1|0|2
1,eval_img/2071.png,-1|0|2
1,eval_img/2072.png,-1|0|2
1,eval_img/2073.png,-1|0|2
1,eval_img/2074.png,-1|0|2
1,eval_img/2075.png,-1|0|2
1,eval_img/2076.png,-1|0|2
1,eval_img/2077.png,-1|0|2
1,eval_img/2078.png,-1|0|2
1,eval_img/2079.png,-1|0|2
1,eval_img/2080.png,-1|0|2
1,eval_img/2081.png,-1|0|2
1,eval_img/2082.png,-1|0|2
1,eval_img/2083.png,-1|0|2
1,eval_img/2084.png,-1|0|2
1,eval_img/2085.png,-1|0|2
1,eval_img/2086.png,-1|0|2
1,eval_img/2087.png,-1|0|2
1,eval_img/2088.png,-1|0|2
1,eval_img/2089.png,-1|0|2
1,eval_img/2090.png,-1|0|2
1,eval_img/2091.png,-1|0|2
1,eval_img/2092.png,-1|0|2
1,eval_img/2093.png,-1|0|2
1,eval_img/2094.png,-1|0|2
1,eval_img/2095.png,-1|0|2
1,eval_img/2096.png,-1|0|2
1,eval_img/2097.png,-1|0|2
1,eval_img/2098.png,-1|0|2
1,eval_img/2099.png,-1|0|2
1,eval_img/3000.png,-1|0|2
1,eval_img/3001.png,-1|0|2
1,eval_img/3002.png,-1|0|2
1,eval_img/3003.png,-1|0|2
1,eval_img/3004.png,-1|0|2
1,eval_img/3005.png,-1|0|2
1,eval_img/3006.png,-1|0|2
1,eval_img/3007.png,-1|0|2
1,eval_img/3008.png,-1|0|2
1,eval_img/3009.png,-1|0|2
1,eval_img/3010.png,-1|0|2
1,eval_img/3011.png,-1|0|2
1,eval_img/3012.png,-1|0|2
1,eval_img/3013.png,-1|0|2
1,eval_img/3014.png,-1|0|2
1,eval_img/3015.png,-1|0|2
1,eval_img/3016.png,-1|0|2
1,eval_img/3017.png,-1|0|2
1,eval_img/3018.png,-1|0|2
1,eval_img/3019.png,-1|0|2
1,eval_img/3020.png,-1|0|2
1,eval_img/3021.png,-1|0|2
1,eval_img/3022.png,-1|0|2
1,eval_img/3023.png,-1|0|2
1,eval_img/3024.png,-1|0|2
1,eval_img/3025.png,-1|0|2
1,eval_img/3026.png,-1|0|2
1,eval_img/3027.png,-1|0|2
1,eval_img/3028.png,-1|0|2
1,eval_img/3029.png,-1|0|2
1,eval_img/3030.png,-1|0|2
1,eval_img/3031.png,-1|0|2
1,eval_img/3032.png,-1|0|2
1,eval_img/3033.png,-1|0|2
1,eval_img/3034.png,-1|0|2
1,eval_img/3035.png,-1|0|2
1,eval_img/3036.png,-1|0|2
1,eval_img/3037.png,-1|0|2
1,eval_img/3038.png,-1|0|2
1,eval_img/3039.png,-1|0|2
1,eval_img/3040.png,-1|0|2
1,eval_img/3041.png,-1|0|2
1,eval_img/3042.png,-1|0|2
1,eval_img/3043.png,-1|0|2
1,eval_img/3044.png,-1|0|2
1,eval_img/3045.png,-1|0|2
1,eval_img/3046.png,-1|0|2
1,eval_img/3047.png,-1|0|2
1,eval_img/3048.png,-1|0|2
1,eval_img/3049.png,-1|0|2
1,eval_img/s1.png,-1|0|2
1,eval_img/s2.png,-1|0|2
1,eval_img/s3.png,1|2|3
1,eval_img/s4.png,1|2|3|4
1,eval_img/s5.png,1|2|3|4|5
1,eval_img/s6.png,1|2|3|4|5|6
1,eval_img/s7.png,1|2|3|4|5|6|7
1,eval_img/s8.png,-1|0|2
1,eval_img/s9.png,-1|0|2
1,eval_img/s10.png,-1|0|2
1,eval_img/s11.png,-1|0|2
1,eval_img/s12.png,-1|0|2
1,eval_img/s13.png,-1|0|2
1,eval_img/s14.png,-1|0|2
1,eval_img/s15.png,-1|0|2
1,eval_img/s000.png,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
1,eval_img/s001.png,0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
1,eval_img/s002.png,0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
1,eval_img/s003.png,0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
1,eval_img/s004.png,0
1,eval_img/s005.png,0|0
1,eval_img/s006.png,0|0
1,eval_img/s007.png,0|0
1,eval_img/s008.png,0|0
1,eval_img/s009.png,0|0
1,eval_img/s010.png,0|0
1,eval_img/s011.png,0|0
1,eval_img/s012.png,0|0
1,eval_img/s013.png,0|0
1,eval_img/s014.png,0|0
1,eval_img/s1r.png,0|0
1,eval_img/s2r.png,0
1,eval_img/s3r.png,0|0
1,eval_img/s4r.png,0|0
1,eval_img/s5r.png,0|0
1,eval_img/s6r.png,0|0
1,eval_img/s7r.png,0|0
1,eval_img/s8r.png,0|0
1,eval_img/s9r.png,0|0
1,eval_img/s10r.png,0|0
1,eval_img/s11r.png,0|0
1,eval_img/s12r.png,0|0
1,eval_img/s13r.png,0|0
1,eval_img/s14r.png,0|0
1,eval_img/s15r.png,0|0
