datapointID,subtaskID,answer
171,2,Hure
172,2,Hure
173,2,Hure
174,2,Hure
175,2,Hure
176,2,Hure
177,2,Hure
178,2,Hure
179,2,Hure
180,2,Hure
181,2,Hure
182,2,Hure
183,2,Hure
184,2,Hure
185,2,Hure
186,2,Hure
187,2,Hure
188,2,Hure
189,2,Hure
190,2,Hure
191,2,Hure
192,2,Hure
193,2,Hure
194,2,Hure
195,2,Hure
196,2,Hure
197,2,Hure
198,2,Hure
199,2,Hure
200,2,Hure
201,2,Hure
202,2,Hure
203,2,Hure
204,2,Hure
205,2,Hure
206,2,Hure
207,2,Hure
208,2,Hure
209,2,Hure
210,2,Hure
211,2,Hure
212,2,Hure
213,2,Hure
214,2,Hure
215,2,Hure
216,2,Hure
217,2,Hure
218,2,Hure
219,2,Hure
220,2,Hure
221,2,Hure
222,2,Hure
223,2,Hure
224,2,Hure
225,2,Hure
226,2,Hure
227,2,Hure
228,2,Hure
229,2,Hure
230,2,Hure
231,2,Hure
232,2,Hure
233,2,Hure
234,2,Hure
235,2,Hure
236,2,Hure
237,2,Hure
238,2,Hure
239,2,Hure
240,2,Hure
241,2,Hure
242,2,Hure
243,2,Hure
244,2,Hure
245,2,Hure
246,2,Hure
247,2,Hure
248,2,Hure
249,2,Hure
250,2,Hure
251,2,Hure
252,2,Hure
253,2,Hure
254,2,Hure
255,2,Hure
256,2,Hure
257,2,Hure
258,2,Hure
259,2,Hure
260,2,Hure
261,2,Hure
262,2,Hure
263,2,Hure
264,2,Hure
265,2,Hure
266,2,Hure
267,2,Hure
268,2,Hure
269,2,Hure
270,2,Hure
271,2,Hure
272,2,Hure
273,2,Hure
274,2,Hure
275,2,Hure
276,2,Hure
277,2,Hure
278,2,Hure
279,2,Hure
280,2,Hure
281,2,Hure
282,2,Hure
283,2,Hure
284,2,Hure
285,2,Hure
286,2,Hure
287,2,Hure
288,2,Hure
289,2,Hure
290,2,Hure
291,2,Hure
292,2,Hure
293,2,Hure
294,2,Hure
295,2,Hure
296,2,Hure
297,2,Hure
298,2,Hure
299,2,Hure
300,2,Hure
301,2,Hure
302,2,Hure
303,2,Hure
304,2,Hure
305,2,Hure
306,2,Hure
307,2,Hure
308,2,Hure
309,2,Hure
310,2,Hure
311,2,Hure
312,2,Hure
313,2,Hure
314,2,Hure
315,2,Hure
316,2,Hure
317,2,Hure
318,2,Hure
319,2,Hure
320,2,Hure
321,2,Hure
322,2,Hure
323,2,Hure
324,2,Hure
325,2,Hure
326,2,Hure
327,2,Hure
328,2,Hure
329,2,Hure
330,2,Hure
331,2,Hure
332,2,Hure
333,2,Hure
334,2,Hure
335,2,Hure
336,2,Hure
337,2,Hure
338,2,Hure
339,2,Hure
340,2,Hure
341,2,Hure
342,2,Hure
343,2,Hure
344,2,Hure
345,2,Hure
346,2,Hure
347,2,Hure
348,2,Hure
349,2,Hure
350,2,Hure
351,2,Hure
352,2,Hure
353,2,Hure
354,2,Hure
355,2,Hure
356,2,Hure
357,2,Hure
358,2,Hure
359,2,Hure
360,2,Hure
361,2,Hure
362,2,Hure
363,2,Hure
364,2,Hure
365,2,Hure
366,2,Hure
367,2,Hure
368,2,Hure
369,2,Hure
370,2,Hure
371,2,Hure
372,2,Hure
373,2,Hure
374,2,Hure
375,2,Hure
376,2,Hure
377,2,Hure
378,2,Hure
379,2,Hure
380,2,Hure
381,2,Hure
382,2,Hure
383,2,Hure
384,2,Hure
385,2,Hure
386,2,Hure
387,2,Hure
388,2,Hure
389,2,Hure
390,2,Hure
391,2,Hure
392,2,Hure
393,2,Hure
394,2,Hure
395,2,Hure
396,2,Hure
397,2,Hure
398,2,Hure
399,2,Hure
400,2,Hure
401,2,Hure
402,2,Hure
403,2,Hure
404,2,Hure
405,2,Hure
406,2,Hure
407,2,Hure
408,2,Hure
409,2,Hure
410,2,Hure
411,2,Hure
412,2,Hure
413,2,Hure
414,2,Hure
415,2,Hure
416,2,Hure
417,2,Hure
418,2,Hure
419,2,Hure
420,2,Hure
421,2,Hure
422,2,Hure
423,2,Hure
424,2,Hure
425,2,Hure
426,2,Hure
427,2,Hure
428,2,Hure
429,2,Hure
430,2,Hure
431,2,Hure
432,2,Hure
433,2,Hure
434,2,Hure
435,2,Hure
436,2,Hure
437,2,Hure
438,2,Hure
439,2,Hure
440,2,Hure
441,2,Hure
442,2,Hure
443,2,Hure
444,2,Hure
445,2,Hure
446,2,Hure
447,2,Hure
448,2,Hure
449,2,Hure
450,2,Hure
451,2,Hure
452,2,Hure
453,2,Hure
454,2,Hure
455,2,Hure
456,2,Hure
457,2,Hure
458,2,Hure
459,2,Hure
460,2,Hure
461,2,Hure
462,2,Hure
463,2,Hure
464,2,Hure
465,2,Hure
466,2,Hure
467,2,Hure
468,2,Hure
469,2,Hure
470,2,Hure
471,2,Hure
472,2,Hure
473,2,Hure
474,2,Hure
475,2,Hure
476,2,Hure
477,2,Hure
478,2,Hure
479,2,Hure
480,2,Hure
481,2,Hure
482,2,Hure
483,2,Hure
484,2,Hure
485,2,Hure
486,2,Hure
487,2,Hure
488,2,Hure
489,2,Hure
490,2,Hure
491,2,Hure
492,2,Hure
493,2,Hure
494,2,Hure
495,2,Hure
496,2,Hure
497,2,Hure
498,2,Hure
499,2,Hure
500,2,Hure
501,2,Hure
502,2,Hure
503,2,Hure
504,2,Hure
505,2,Hure
506,2,Hure
507,2,Hure
508,2,Hure
509,2,Hure
510,2,Hure
511,2,Hure
512,2,Hure
513,2,Hure
514,2,Hure
515,2,Hure
516,2,Hure
517,2,Hure
518,2,Hure
519,2,Hure
520,2,Hure
521,2,Hure
522,2,Hure
523,2,Hure
524,2,Hure
525,2,Hure
526,2,Hure
527,2,Hure
528,2,Hure
529,2,Hure
530,2,Hure
531,2,Hure
532,2,Hure
533,2,Hure
534,2,Hure
535,2,Hure
536,2,Hure
537,2,Hure
538,2,Hure
539,2,Hure
540,2,Hure
541,2,Hure
542,2,Hure
543,2,Hure
544,2,Hure
545,2,Hure
546,2,Hure
547,2,Hure
548,2,Hure
549,2,Hure
550,2,Hure
551,2,Hure
552,2,Hure
553,2,Hure
554,2,Hure
555,2,Hure
556,2,Hure
557,2,Hure
558,2,Hure
559,2,Hure
560,2,Hure
561,2,Hure
562,2,Hure
563,2,Hure
564,2,Hure
565,2,Hure
566,2,Hure
567,2,Hure
568,2,Hure
569,2,Hure
570,2,Hure
571,2,Hure
572,2,Hure
573,2,Hure
574,2,Hure
575,2,Hure
576,2,Hure
577,2,Hure
578,2,Hure
579,2,Hure
580,2,Hure
581,2,Hure
582,2,Hure
583,2,Hure
584,2,Hure
585,2,Hure
586,2,Hure
587,2,Hure
588,2,Hure
589,2,Hure
590,2,Hure
591,2,Hure
592,2,Hure
593,2,Hure
594,2,Hure
595,2,Hure
596,2,Hure
597,2,Hure
598,2,Hure
599,2,Hure
600,2,Hure
601,2,Hure
602,2,Hure
603,2,Hure
604,2,Hure
605,2,Hure
606,2,Hure
607,2,Hure
608,2,Hure
609,2,Hure
610,2,Hure
611,2,Hure
612,2,Hure
613,2,Hure
614,2,Hure
615,2,Hure
616,2,Hure
617,2,Hure
618,2,Hure
619,2,Hure
620,2,Hure
621,2,Hure
622,2,Hure
623,2,Hure
624,2,Hure
625,2,Hure
626,2,Hure
627,2,Hure
628,2,Hure
629,2,Hure
630,2,Hure
631,2,Hure
632,2,Hure
633,2,Hure
634,2,Hure
635,2,Hure
636,2,Hure
637,2,Hure
638,2,Hure
639,2,Hure
640,2,Hure
641,2,Hure
642,2,Hure
643,2,Hure
644,2,Hure
645,2,Hure
646,2,Hure
647,2,Hure
648,2,Hure
649,2,Hure
650,2,Hure
651,2,Hure
652,2,Hure
653,2,Hure
654,2,Hure
655,2,Hure
656,2,Hure
657,2,Hure
658,2,Hure
659,2,Hure
660,2,Hure
661,2,Hure
662,2,Hure
663,2,Hure
664,2,Hure
665,2,Hure
666,2,Hure
667,2,Hure
668,2,Hure
669,2,Hure
670,2,Hure
671,2,Hure
672,2,Hure
673,2,Hure
674,2,Hure
675,2,Hure
676,2,Hure
677,2,Hure
678,2,Hure
679,2,Hure
680,2,Hure
681,2,Hure
682,2,Hure
683,2,Hure
684,2,Hure
685,2,Hure
686,2,Hure
687,2,Hure
688,2,Hure
689,2,Hure
690,2,Hure
691,2,Hure
692,2,Hure
693,2,Hure
694,2,Hure
695,2,Hure
696,2,Hure
697,2,Hure
698,2,Hure
699,2,Hure
700,2,Hure
701,2,Hure
702,2,Hure
703,2,Hure
704,2,Hure
705,2,Hure
706,2,Hure
707,2,Hure
708,2,Hure
709,2,Hure
710,2,Hure
711,2,Hure
712,2,Hure
713,2,Hure
714,2,Hure
715,2,Hure
716,2,Hure
717,2,Hure
718,2,Hure
719,2,Hure
720,2,Hure
721,2,Hure
722,2,Hure
723,2,Hure
724,2,Hure
725,2,Hure
726,2,Hure
727,2,Hure
728,2,Hure
729,2,Hure
730,2,Hure
731,2,Hure
732,2,Hure
733,2,Hure
734,2,Hure
735,2,Hure
736,2,Hure
737,2,Hure
738,2,Hure
739,2,Hure
740,2,Hure
741,2,Hure
742,2,Hure
743,2,Hure
744,2,Hure
745,2,Hure
746,2,Hure
747,2,Hure
748,2,Hure
749,2,Hure
750,2,Hure
751,2,Hure
752,2,Hure
753,2,Hure
754,2,Hure
755,2,Hure
756,2,Hure
757,2,Hure
758,2,Hure
759,2,Hure
760,2,Hure
761,2,Hure
762,2,Hure
763,2,Hure
764,2,Hure
765,2,Hure
766,2,Hure
767,2,Hure
768,2,Hure
769,2,Hure
770,2,Hure
771,2,Hure
772,2,Hure
773,2,Hure
774,2,Hure
775,2,Hure
776,2,Hure
777,2,Hure
778,2,Hure
779,2,Hure
780,2,Hure
781,2,Hure
782,2,Hure
783,2,Hure
784,2,Hure
785,2,Hure
786,2,Hure
787,2,Hure
788,2,Hure
789,2,Hure
790,2,Hure
791,2,Hure
792,2,Hure
793,2,Hure
794,2,Hure
795,2,Hure
796,2,Hure
797,2,Hure
798,2,Hure
799,2,Hure
800,2,Hure
801,2,Hure
802,2,Hure
803,2,Hure
804,2,Hure
805,2,Hure
806,2,Hure
807,2,Hure
808,2,Hure
809,2,Hure
810,2,Hure
811,2,Hure
812,2,Hure
813,2,Hure
814,2,Hure
815,2,Hure
816,2,Hure
817,2,Hure
818,2,Hure
819,2,Hure
820,2,Hure
821,2,Hure
822,2,Hure
823,2,Hure
824,2,Hure
825,2,Hure
826,2,Hure
827,2,Hure
828,2,Hure
829,2,Hure
830,2,Hure
831,2,Hure
832,2,Hure
833,2,Hure
834,2,Hure
835,2,Hure
836,2,Hure
837,2,Hure
838,2,Hure
839,2,Hure
840,2,Hure
841,2,Hure
842,2,Hure
843,2,Hure
844,2,Hure
845,2,Hure
846,2,Hure
847,2,Hure
848,2,Hure
849,2,Hure
850,2,Hure
851,2,Hure
852,2,Hure
853,2,Hure
854,2,Hure
855,2,Hure
856,2,Hure
857,2,Hure
858,2,Hure
859,2,Hure
860,2,Hure
861,2,Hure
862,2,Hure
863,2,Hure
864,2,Hure
865,2,Hure
866,2,Hure
867,2,Hure
868,2,Hure
869,2,Hure
870,2,Hure
871,2,Hure
872,2,Hure
873,2,Hure
874,2,Hure
875,2,Hure
876,2,Hure
877,2,Hure
878,2,Hure
879,2,Hure
880,2,Hure
881,2,Hure
882,2,Hure
883,2,Hure
884,2,Hure
885,2,Hure
886,2,Hure
887,2,Hure
888,2,Hure
889,2,Hure
890,2,Hure
891,2,Hure
892,2,Hure
893,2,Hure
894,2,Hure
895,2,Hure
896,2,Hure
897,2,Hure
898,2,Hure
899,2,Hure
900,2,Hure
901,2,Hure
902,2,Hure
903,2,Hure
904,2,Hure
905,2,Hure
906,2,Hure
907,2,Hure
908,2,Hure
909,2,Hure
910,2,Hure
911,2,Hure
912,2,Hure
913,2,Hure
914,2,Hure
915,2,Hure
916,2,Hure
917,2,Hure
918,2,Hure
919,2,Hure
920,2,Hure
921,2,Hure
922,2,Hure
923,2,Hure
924,2,Hure
925,2,Hure
926,2,Hure
927,2,Hure
928,2,Hure
929,2,Hure
930,2,Hure
931,2,Hure
932,2,Hure
933,2,Hure
934,2,Hure
935,2,Hure
936,2,Hure
937,2,Hure
938,2,Hure
939,2,Hure
940,2,Hure
941,2,Hure
942,2,Hure
943,2,Hure
944,2,Hure
945,2,Hure
946,2,Hure
947,2,Hure
948,2,Hure
949,2,Hure
950,2,Hure
951,2,Hure
952,2,Hure
953,2,Hure
954,2,Hure
955,2,Hure
956,2,Hure
957,2,Hure
958,2,Hure
959,2,Hure
960,2,Hure
961,2,Hure
962,2,Hure
963,2,Hure
964,2,Hure
965,2,Hure
966,2,Hure
967,2,Hure
968,2,Hure
969,2,Hure
970,2,Hure
971,2,Hure
972,2,Hure
973,2,Hure
974,2,Hure
975,2,Hure
976,2,Hure
977,2,Hure
978,2,Hure
979,2,Hure
980,2,Hure
981,2,Hure
982,2,Hure
983,2,Hure
984,2,Hure
985,2,Hure
986,2,Hure
987,2,Hure
988,2,Hure
989,2,Hure
990,2,Hure
991,2,Hure
992,2,Hure
993,2,Hure
994,2,Hure
995,2,Hure
996,2,Hure
997,2,Hure
998,2,Hure
999,2,Hure
1000,2,Hure
1001,2,Hure
1002,2,Hure
1003,2,Hure
1004,2,Hure
1005,2,Hure
1006,2,Hure
1007,2,Hure
1008,2,Hure
1009,2,Hure
1010,2,Hure
1011,2,Hure
1012,2,Hure
1013,2,Hure
1014,2,Hure
1015,2,Hure
1016,2,Hure
1017,2,Hure
1018,2,Hure
1019,2,Hure
1020,2,Hure
1021,2,Hure
1022,2,Hure
1023,2,Hure
1024,2,Hure
1025,2,Hure
1026,2,Hure
1027,2,Hure
1028,2,Hure
1029,2,Hure
1030,2,Hure
1031,2,Hure
1032,2,Hure
1033,2,Hure
1034,2,Hure
1035,2,Hure
1036,2,Hure
1037,2,Hure
1038,2,Hure
1039,2,Hure
1040,2,Hure
1041,2,Hure
1042,2,Hure
1043,2,Hure
1044,2,Hure
1045,2,Hure
1046,2,Hure
1047,2,Hure
1048,2,Hure
1049,2,Hure
1050,2,Hure
1051,2,Hure
1052,2,Hure
1053,2,Hure
1054,2,Hure
1055,2,Hure
1056,2,Hure
1057,2,Hure
1058,2,Hure
1059,2,Hure
1060,2,Hure
1061,2,Hure
1062,2,Hure
1063,2,Hure
1064,2,Hure
1065,2,Hure
1066,2,Hure
1067,2,Hure
1068,2,Hure
1069,2,Hure
1070,2,Hure
1071,2,Hure
1072,2,Hure
1073,2,Hure
1074,2,Hure
1075,2,Hure
1076,2,Hure
1077,2,Hure
1078,2,Hure
1079,2,Hure
1080,2,Hure
1081,2,Hure
1082,2,Hure
1083,2,Hure
1084,2,Hure
1085,2,Hure
1086,2,Hure
1087,2,Hure
1088,2,Hure
1089,2,Hure
1090,2,Hure
1091,2,Hure
1092,2,Hure
1093,2,Hure
1094,2,Hure
1095,2,Hure
1096,2,Hure
1097,2,Hure
1098,2,Hure
1099,2,Hure
1100,2,Hure
1101,2,Hure
1102,2,Hure
1103,2,Hure
1104,2,Hure
1105,2,Hure
1106,2,Hure
1107,2,Hure
1108,2,Hure
1109,2,Hure
1110,2,Hure
1111,2,Hure
1112,2,Hure
1113,2,Hure
1114,2,Hure
1115,2,Hure
1116,2,Hure
1117,2,Hure
1118,2,Hure
1119,2,Hure
1120,2,Hure
1121,2,Hure
1122,2,Hure
1123,2,Hure
1124,2,Hure
1125,2,Hure
1126,2,Hure
1127,2,Hure
1128,2,Hure
1129,2,Hure
1130,2,Hure
1131,2,Hure
1132,2,Hure
1133,2,Hure
1134,2,Hure
1135,2,Hure
1136,2,Hure
1137,2,Hure
1138,2,Hure
1139,2,Hure
1140,2,Hure
1141,2,Hure
1142,2,Hure
1143,2,Hure
1144,2,Hure
1145,2,Hure
1146,2,Hure
1147,2,Hure
1148,2,Hure
1149,2,Hure
1150,2,Hure
1151,2,Hure
1152,2,Hure
1153,2,Hure
1154,2,Hure
1155,2,Hure
1156,2,Hure
1157,2,Hure
1158,2,Hure
1159,2,Hure
1160,2,Hure
1161,2,Hure
1162,2,Hure
1163,2,Hure
1164,2,Hure
1165,2,Hure
1166,2,Hure
1167,2,Hure
1168,2,Hure
1169,2,Hure
1170,2,Hure
1171,2,Hure
1172,2,Hure
1173,2,Hure
1174,2,Hure
1175,2,Hure
1176,2,Hure
1177,2,Hure
1178,2,Hure
1179,2,Hure
1180,2,Hure
1181,2,Hure
1182,2,Hure
1183,2,Hure
1184,2,Hure
1185,2,Hure
1186,2,Hure
1187,2,Hure
1188,2,Hure
1189,2,Hure
1190,2,Hure
1191,2,Hure
1192,2,Hure
1193,2,Hure
1194,2,Hure
1195,2,Hure
1196,2,Hure
1197,2,Hure
1198,2,Hure
1199,2,Hure
1200,2,Hure
1201,2,Hure
1202,2,Hure
1203,2,Hure
1204,2,Hure
1205,2,Hure
1206,2,Hure
1207,2,Hure
1208,2,Hure
1209,2,Hure
1210,2,Hure
1211,2,Hure
1212,2,Hure
1213,2,Hure
1214,2,Hure
1215,2,Hure
1216,2,Hure
1217,2,Hure
1218,2,Hure
1219,2,Hure
1220,2,Hure
1221,2,Hure
1222,2,Hure
1223,2,Hure
1224,2,Hure
1225,2,Hure
1226,2,Hure
1227,2,Hure
1228,2,Hure
1229,2,Hure
1230,2,Hure
1231,2,Hure
1232,2,Hure
1233,2,Hure
1234,2,Hure
1235,2,Hure
1236,2,Hure
1237,2,Hure
